Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-2.0,"In a biomedical context, what is the relationship between Arthritis, Gouty and diseases or conditions via ISA?",Arthritis; 2016,", I don't have information on the relationship between Arthritis, Gouty and diseases or conditions via ISA.",False,1.39,False,N/A
-2.0,"In a biomedical context, what is the relationship between Arthritis, Gouty and pathologic functions via ISA?",Inflammation; 2016,", I don't have information on the relationship between Arthritis, Gouty and pathologic functions via ISA.",False,1.25,False,N/A
-2.0,"In a biomedical context, what is the relationship between Rheumatoid Arthritis and diseases or conditions via ISA?",Arthritis; 2016,", I don't have information on the relationship between Rheumatoid Arthritis and diseases or conditions via ISA.",False,1.29,False,N/A
-2.0,"In a biomedical context, what is the relationship between Rheumatoid Arthritis and diseases or conditions via ISA?",Autoimmune Diseases; 2016,", I don't have information on the relationship between Rheumatoid Arthritis and diseases or conditions via ISA.",False,1.29,False,N/A
-2.0,"In a biomedical context, what is the relationship between Rheumatoid Arthritis and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Rheumatoid Arthritis and diseases or conditions via ISA.",False,1.29,False,N/A
-2.0,"In a biomedical context, what is the relationship between Rheumatoid Arthritis and pathologic functions via ISA?",Inflammation; 2016,", I don't have information on the relationship between Rheumatoid Arthritis and pathologic functions via ISA.",False,1.23,False,N/A
-2.0,"In a biomedical context, what is the relationship between Acute suppurative arthritis due to bacteria and diseases or conditions via ISA?",Infection; 2016,", I don't have information on the relationship between Acute suppurative arthritis due to bacteria and diseases or conditions via ISA.",False,1.27,False,N/A
-2.0,"In a biomedical context, what is the relationship between Arthroscopy and medical entities via ISA?",Procedures; 2016,", Arthroscopy is a medical procedure that uses a minimally invasive technique to visualize, diagnose, and treat joint problems. In the context of the Internet of Service Agents (ISA), Arthroscopy can be related to medical entities through the following ways:

1. **Data exchange**: Arthroscopy generates data that can be exchanged with other medical entities, such as Electronic Health Records (EHRs), through ISA, enabling seamless data sharing and integration.
2. **Remote monitoring**: Arthroscopy",False,1.49,False,N/A
-2.0,"In a biomedical context, what is the relationship between Arylsulfatases and enzymes via ISA?",Enzymes; 2016,", Arylsulfatases are a group of enzymes that catalyze the hydrolysis of sulfate esters, and they are involved in the degradation of sulfated compounds in the body. 

In the context of the International Society for Amyloidosis (ISA), Arylsulfatases are related to enzymes via the fact that some Arylsulfatases, such as Arylsulfatase A, are involved in the degradation of sulfated glycosaminoglycans, which",False,1.38,False,N/A
-2.0,"In a biomedical context, what is the relationship between Aspergillus fumigatus and medical entities via ISA?",fungus; 2016,", Aspergillus fumigatus is a fungus that can cause a range of medical conditions in humans, particularly in individuals with compromised immune systems. In the context of ISA (In Situ Analysis), the relationship between Aspergillus fumigatus and medical entities can be understood as follows:

Aspergillus fumigatus can cause invasive aspergillosis, a serious and potentially life-threatening infection that can affect various organs, including the lungs, brain, and sin",False,1.3,False,N/A
-2.0,"In a biomedical context, what is the relationship between Asthma and diseases or conditions via ISA?",Disease; 2016,", I don't have any information about ISA in a biomedical context.",False,1.77,False,N/A
-2.0,"In a biomedical context, what is the relationship between Ataxia and diseases or conditions via ISA?",Disease; 2016,", Ataxia is a neurological sign and symptom complex that is often associated with various diseases and conditions. In the context of the International Standard Architecture (ISA) for biomedical data, Ataxia is related to the following diseases and conditions via the following relationships:

* Ataxia is a symptom of:
	+ Spinocerebellar ataxia (SCA)
	+ Friedreich's ataxia
	+ Ataxia-telangiectasia
	+ Cerebell",False,1.34,False,N/A
-2.0,"In a biomedical context, what is the relationship between Atherosclerosis and diseases or conditions via ISA?",Disease; 2016,", I don't have any information about ISA in the context of Atherosclerosis.",False,1.58,False,N/A
-2.0,"In a biomedical context, what is the relationship between Autoimmune Diseases and diseases or conditions via ISA?",Disease; 2016,", I don't have enough information to provide a specific answer about the relationship between Autoimmune Diseases and diseases or conditions via ISA. Can you provide more context or clarify what ISA refers to in this context?",False,1.35,False,N/A
-2.0,"In a biomedical context, what is the relationship between Avoidant Personality Disorder and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Avoidant Personality Disorder and diseases or conditions via ISA.",False,1.23,False,N/A
-2.0,"In a biomedical context, what is the relationship between Babesia microti and medical entities via ISA?",Protozoa; 2016,", I don't have information on the relationship between Babesia microti and medical entities via ISA.",False,1.23,False,N/A
-2.0,"In a biomedical context, what is the relationship between Babesia microti and medical entities via ISA?",Protozoan parasite; 2016,", I don't have information on the relationship between Babesia microti and medical entities via ISA.",False,1.23,False,N/A
-2.0,"In a biomedical context, what is the relationship between Babesiosis and diseases or conditions via ISA?",Tick-Borne Diseases; 2016,", I don't have information on the relationship between Babesiosis and diseases or conditions via ISA.",False,1.31,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bacillus thuringiensis and bacterias via ISA?",Bacteria; 2016,", Bacillus thuringiensis (Bt) is a bacterium that produces proteins toxic to certain insect pests, which are used as a biological pesticide. 

In the context of Insecticide Susceptibility Assay (ISA), Bt is often used as a positive control to test the susceptibility of insect populations to insecticides.",False,1.43,False,N/A
-2.0,"In a biomedical context, what is the relationship between Beckwith-Wiedemann Syndrome and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Beckwith-Wiedemann Syndrome and diseases or conditions via ISA.",False,1.22,False,N/A
-2.0,"In a biomedical context, what is the relationship between Mental disorders and diseases or conditions via ISA?",Disease; 2016,", I don't have enough information to provide a specific answer about the relationship between mental disorders and diseases or conditions via ISA. Could you provide more context or clarify what ISA refers to in this context?",False,1.32,False,N/A
-2.0,"In a biomedical context, what is the relationship between Benign Ovarian Neoplasm and diseases or conditions via ISA?",Neoplasm; 2016,", I don't have information on the relationship between Benign Ovarian Neoplasm and diseases or conditions via ISA.",False,1.18,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bifidobacterium and bacterias via ISA?",Bacteria; 2016,", I don't have information on the relationship between Bifidobacterium and bacteria via ISA.",False,1.32,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bile Acids and medical entities via ISA?",Acids; 2016,", I don't have information on the relationship between Bile Acids and medical entities via ISA.",False,1.29,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bile Salts and medical entities via ISA?",Acids; 2016,", I don't have information on the relationship between Bile Salts and medical entities via ISA.",False,1.31,False,N/A
-2.0,"In a biomedical context, what is the relationship between Biliverdine and proteins via ISA?",Proteins; 2016,", Biliverdin is a green pigment that is produced during the breakdown of heme by the enzyme heme oxygenase. In a biomedical context, biliverdin can bind to various proteins via the isothiocyanate (ISA) group, which is a functional group that can form covalent bonds with proteins.

Biliverdin can bind to proteins through its ISA group, which can react with the thiol groups (-SH) of cysteine residues on the protein surface. This",False,1.42,False,N/A
-2.0,"In a biomedical context, what is the relationship between Malignant neoplasm of urinary bladder and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Malignant neoplasm of urinary bladder and diseases or conditions via ISA.",False,1.24,False,N/A
-2.0,"In a biomedical context, what is the relationship between Blast Injuries and medical entities via ISA?",Injury; 2016,", I don't have information on the relationship between Blast Injuries and medical entities via ISA.",False,1.36,False,N/A
-2.0,"In a biomedical context, what is the relationship between Blastocystis and medical entities via ISA?",Parasites; 2016,", I don't have information on the relationship between Blastocystis and medical entities via ISA.",False,1.28,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bulla and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Bulla and diseases or conditions via ISA.",False,1.31,False,N/A
-2.0,"In a biomedical context, what is the relationship between Blood Glucose and active substances via ISA?",Glucose; 2016,", In a biomedical context, ISA (Insulin Sensitivity Agent) is a substance that enhances the sensitivity of cells to insulin, allowing glucose to enter the cells more efficiently. The relationship between Blood Glucose and active substances via ISA is that ISA substances help to lower blood glucose levels by facilitating the uptake of glucose by cells, thereby reducing the amount of glucose in the bloodstream.",False,1.39,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bluetongue and diseases or conditions via ISA?",Animal Diseases; 2016,", I don't have information on the relationship between Bluetongue and diseases or conditions via ISA.",False,1.29,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bluetongue and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Bluetongue and diseases or conditions via ISA.",False,1.29,False,N/A
-2.0,"In a biomedical context, what is the relationship between Body Weight and medical entities via ISA?",Body mass index; 2016,", I don't have enough information to provide a specific answer about the relationship between Body Weight and medical entities via ISA. Could you provide more context or clarify what ISA refers to in this context?",False,1.38,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bone Diseases, Developmental and diseases or conditions via ISA?",Disease; 2016,", I don't have enough information to provide a specific answer about the relationship between Bone Diseases, Developmental and diseases or conditions via ISA. Could you provide more context or clarify what ISA refers to in this context?",False,1.32,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bone Diseases, Metabolic and diseases or conditions via ISA?",Disease; 2016,", I don't have any information on the relationship between Bone Diseases, Metabolic and diseases or conditions via ISA.",False,1.41,False,N/A
-2.0,"In a biomedical context, what is the relationship between Malignant neoplasm of breast and diseases or conditions via ISA?",Disease; 2016,", I don't have the information on the relationship between Malignant neoplasm of breast and diseases or conditions via ISA.",False,1.22,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bronchiectasis and diseases or conditions via ISA?",Disease; 2016,", I don't have any information on the relationship between Bronchiectasis and diseases or conditions via ISA.",False,1.35,False,N/A
-2.0,"In a biomedical context, what is the relationship between Bronchoscopy and medical entities via ISA?",Procedures; 2016,", I don't have any information about ISA in the context of Bronchoscopy.",False,1.76,False,N/A
-2.0,"In a biomedical context, what is the relationship between Brucellosis and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Brucellosis and diseases or conditions via ISA.",False,1.27,False,N/A
-2.0,"In a biomedical context, what is the relationship between Subutex and chemicals via ISA?",Buprenorphine; 2016,", Subutex is a brand name for buprenorphine, a medication used to treat opioid use disorder and pain. In a biomedical context, Subutex can interact with various chemicals via the Insulin Signaling Antagonist (ISA) pathway.

However, I couldn't find any information on the specific relationship between Subutex and chemicals via ISA.",False,1.48,False,N/A
-2.0,"In a biomedical context, what is the relationship between Burkitt Lymphoma and diseases or conditions via ISA?",Lymphoma; 2016,", I don't have information on the relationship between Burkitt Lymphoma and diseases or conditions via ISA.",False,1.24,False,N/A
-2.0,"In a biomedical context, what is the relationship between C-Peptide and proteins via ISA?",Insulin; 2016,", I don't have information on the relationship between C-Peptide and proteins via ISA in a biomedical context.",False,1.3,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cachexia and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Cachexia and diseases or conditions via ISA.",False,1.34,False,N/A
-2.0,"In a biomedical context, what is the relationship between Calcium Channel Blockers and pharmacologic substances via ISA?",Channel Blockers; 2016,", Calcium Channel Blockers (CCBs) can exhibit Intrinsic Sympathetic Activity (ISA), which means they can stimulate the sympathetic nervous system, increasing heart rate and contractility.",False,1.41,False,N/A
-2.0,"In a biomedical context, what is the relationship between Callithrix jacchus jacchus and species via ISA?",Callithrix; 2016,", Callithrix jacchus jacchus is a subspecies of the common marmoset (Callithrix jacchus).",False,1.2,False,N/A
-2.0,"In a biomedical context, what is the relationship between Malignant Neoplasms and diseases or conditions via ISA?",Disease; 2016,", I don't have the information on the relationship between Malignant Neoplasms and diseases or conditions via ISA.",False,1.23,False,N/A
-2.0,"In a biomedical context, what is the relationship between Malignant Neoplasms and diseases or conditions via ISA?",Neoplasm; 2016,", I don't have the information on the relationship between Malignant Neoplasms and diseases or conditions via ISA.",False,1.23,False,N/A
-2.0,"In a biomedical context, what is the relationship between Candida albicans and medical entities via ISA?",fungus; 2016,", Candida albicans is a fungus that can cause opportunistic infections in humans, particularly in individuals with compromised immune systems. In a biomedical context, ISA (Inter Species Association) refers to the interactions between Candida albicans and other microorganisms or host cells.

Candida albicans can form associations with various medical entities through ISA, including:

1. Biofilm formation: Candida albicans can form biofilms on medical devices, such as catheters, prosthetics, and dental implants,",False,1.26,False,N/A
-2.0,"In a biomedical context, what is the relationship between Candidiasis and diseases or conditions via ISA?",Disease; 2016,", I don't have any information on ISA in the context of Candidiasis.",False,1.58,False,N/A
-2.0,"In a biomedical context, what is the relationship between Carbon Dioxide and medical entities via ISA?",Ions; 2016,", I don't have enough information to provide a specific answer about the relationship between Carbon Dioxide and medical entities via ISA. Could you provide more context or clarify what ISA refers to in this context?",False,1.32,False,N/A
-2.0,"In a biomedical context, what is the relationship between Carbonates and medical entities via ISA?",Ions; 2016,", I don't have information on the relationship between Carbonates and medical entities via ISA.",False,1.35,False,N/A
-2.0,"In a biomedical context, what is the relationship between Malignant tumor of colon and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Malignant tumor of colon and diseases or conditions via ISA.",False,1.27,False,N/A
-2.0,"In a biomedical context, what is the relationship between Malignant neoplasm of endometrium and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Malignant neoplasm of endometrium and diseases or conditions via ISA.",False,1.22,False,N/A
-2.0,"In a biomedical context, what is the relationship between Carcinoma, Non-Small-Cell Lung and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Carcinoma, Non-Small-Cell Lung and diseases or conditions via ISA.",False,1.24,False,N/A
-2.0,"In a biomedical context, what is the relationship between Squamous cell carcinoma and clinical findings via ISA?",Lesion; 2016,", I don't have information on the relationship between Squamous cell carcinoma and clinical findings via ISA.",False,1.33,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cardiomyopathy, Dilated and diseases or conditions via ISA?",Cardiomyopathies; 2016,", Cardiomyopathy, Dilated is related to the following diseases or conditions via ISA (Is A):
- Arrhythmias
- Cardiac Arrest
- Cardiac Failure
- Cardiogenic Shock
- Heart Failure
- Hypertrophic Cardiomyopathy
- Myocardial Infarction
- Sudden Cardiac Death",False,1.38,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cardiovascular Diseases and diseases or conditions via ISA?",Disease; 2016,", I don't have enough information to provide a specific answer about the relationship between Cardiovascular Diseases and other diseases or conditions via ISA. Could you provide more context or clarify what ISA refers to in this context?",False,1.34,False,N/A
-2.0,"In a biomedical context, what is the relationship between Carotenoids and medical entities via ISA?",Pigment; 2016,", I don't have information on the relationship between Carotenoids and medical entities via ISA.",False,1.35,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cataplexy and diseases or conditions via ISA?",Narcolepsy; 2016,", Cataplexy is a condition often associated with Narcolepsy, a neurological disorder characterized by excessive daytime sleepiness and sudden attacks of sleep.",False,1.35,False,N/A
-2.0,"In a biomedical context, what is the relationship between Catecholamines and medical entities via ISA?",Neurotransmitters; 2016,", Catecholamines (such as adrenaline, noradrenaline, and dopamine) interact with various medical entities via the Intrinsic Sympathetic Activity (ISA) pathway.",False,1.39,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cephalexin and medical entities via ISA?",Antibiotics; 2016,", Cephalexin is a first-generation cephalosporin antibiotic. In a biomedical context, Cephalexin is related to medical entities via the following ISA (Is A) relationships:

* Cephalexin is a type of Cephalosporin (ISA: Cephalexin is a type of Cephalosporin)
* Cephalexin is used to treat Bacterial Infections (ISA: Cephalexin is used to treat Bacterial In",False,1.28,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cerebrovascular Disorders and diseases or conditions via ISA?",Disease; 2016,", I don't have any information on ISA in the context of Cerebrovascular Disorders.",False,1.59,False,N/A
-2.0,"In a biomedical context, what is the relationship between Neck Pain and diseases or conditions via ISA?",Disease; 2016,", I don't have the information on the relationship between Neck Pain and diseases or conditions via ISA.",False,1.38,False,N/A
-2.0,"In a biomedical context, what is the relationship between Chenodeoxycholic Acid and active substances via ISA?",Bile Acids; 2016,", Chenodeoxycholic acid (CDCA) is a secondary bile acid that acts as an Intestinal Secretagogue Agent (ISA) to increase the secretion of bile acids and other substances into the bile.",False,1.44,False,N/A
-2.0,"In a biomedical context, what is the relationship between Child, Preschool and medical entities via ISA?",Child; 2016,", the relationship between Child, Preschool and medical entities via ISA (is a) is that a Preschool is a type of Child, and a medical entity can be a type of Preschool.",False,1.58,False,N/A
-2.0,"In a biomedical context, what is the relationship between Chipmunks and species via ISA?",Rodent; 2016,", I couldn't find any information on a relationship between chipmunks and species via ISA (Integrated Systems Architecture) in a biomedical context.",False,1.51,False,N/A
-2.0,"In a biomedical context, what is the relationship between Chlamydia and bacterias via ISA?",Bacteria; 2016,", I don't have information on the relationship between Chlamydia and bacteria via ISA.",False,1.34,False,N/A
-2.0,"In a biomedical context, what is the relationship between Chlorophyll and medical entities via ISA?",Pigment; 2016,", I couldn't find any direct relationship between Chlorophyll and medical entities via ISA (Integrative Systems Approach). However, I can provide some information on the potential connections.

Chlorophyll is a green pigment found in plants, algae, and cyanobacteria that plays a crucial role in photosynthesis. In a biomedical context, chlorophyll has been studied for its potential therapeutic applications, such as:

1. Antioxidant properties: Chlorophyll has been shown to have antioxidant properties",False,1.29,False,N/A
-2.0,"In a biomedical context, what is the relationship between Chondromatosis, Synovial and diseases or conditions via ISA?",Chondromatosis; 2016,", I don't have information on the relationship between Chondromatosis, Synovial and diseases or conditions via ISA.",False,1.25,False,N/A
-2.0,"In a biomedical context, what is the relationship between High pressure liquid chromatography procedure and medical entities via ISA?",Chromatography; 2016,", High-Performance Liquid Chromatography (HPLC) is a laboratory technique used to separate, identify, and quantify each component in a mixture. In a biomedical context, HPLC is often used to analyze biological samples, such as blood, urine, or tissue extracts, to detect and quantify various biomarkers, drugs, or other compounds.

In the context of the International Society for Analytical Cytology (ISAC) or the International Society for Analytical Chemistry (ISAC),",False,1.35,False,N/A
-2.0,"In a biomedical context, what is the relationship between Chronic Disease and diseases or conditions via ISA?",Disease; 2016,", I don't have enough information to provide a specific answer about the relationship between Chronic Disease and diseases or conditions via ISA. Could you provide more context or clarify what ISA refers to in this context?",False,1.3,False,N/A
-2.0,"In a biomedical context, what is the relationship between colonoscopy and medical entities via ISA?",Procedures; 2016,", I don't have information on the relationship between colonoscopy and medical entities via ISA.",False,1.35,False,N/A
-2.0,"In a biomedical context, what is the relationship between Communicable Diseases and diseases or conditions via ISA?",Disease; 2016,", Communicable Diseases are a type of disease or condition that can be transmitted from one individual to another through various means, such as direct contact, airborne transmission, or vectors like insects.",False,1.44,False,N/A
-2.0,"In a biomedical context, what is the relationship between Complement System Proteins and immunologic factors via ISA?",Immunologic Factors; 2016,", I don't have information on the relationship between Complement System Proteins and immunologic factors via ISA.",False,1.3,False,N/A
-2.0,"In a biomedical context, what is the relationship between Complication and diseases or conditions via ISA?",Disease; 2016,", the relationship between Complication and diseases or conditions via ISA (Information Integration for Biology and Medicine) is that Complication is a type of ISA relationship that indicates a condition or situation that arises as a result of a disease or condition. In other words, a complication is a secondary or additional condition that occurs in conjunction with a primary disease or condition.",False,1.56,False,N/A
-2.0,"In a biomedical context, what is the relationship between Concanavalin A and proteins via ISA?",Lectin; 2016,", Concanavalin A (Con A) is a lectin that binds to certain carbohydrates on the surface of cells, including proteins. In the context of Immuno-Sorbent Assay (ISA), Con A is used to bind to these carbohydrates, which are often part of the glycosylation of proteins. This binding allows for the purification and detection of proteins that contain these specific carbohydrate moieties.",False,1.6,False,N/A
-2.0,"In a biomedical context, what is the relationship between Conjunctivitis and diseases or conditions via ISA?",Disease; 2016,", I don't have any information on the relationship between Conjunctivitis and diseases or conditions via ISA.",False,1.37,False,N/A
-2.0,"In a biomedical context, what is the relationship between Contact Inhibition and medical entities via ISA?",Growth; 2016,", I don't have information on the relationship between Contact Inhibition and medical entities via ISA.",False,1.35,False,N/A
-2.0,"In a biomedical context, what is the relationship between Contusions and medical entities via ISA?",Injury; 2016,", I don't have information on the relationship between Contusions and medical entities via ISA.",False,1.5,False,N/A
-2.0,"In a biomedical context, what is the relationship between Coronary Arteriosclerosis and diseases or conditions via ISA?",Disease; 2016,", Coronary Arteriosclerosis is a condition where the coronary arteries become narrowed or hardened due to the buildup of plaque, leading to reduced blood flow to the heart. This can lead to various diseases or conditions, including:

*   Myocardial Infarction (Heart Attack)
*   Angina Pectoris (Chest Pain)
*   Heart Failure
*   Cardiac Arrhythmias
*   Sudden Cardiac Death",False,1.27,False,N/A
-2.0,"In a biomedical context, what is the relationship between Coughing and diseases or conditions via ISA?",Disease; 2016,", Coughing is a symptom that can be associated with various diseases or conditions via the Information Integration for the Semantic Web (ISA) relationship.

In the context of biomedical ontologies, ISA (is-a) is a relationship that indicates a subclass or subtype relationship between two concepts. In the case of coughing, it can be related to various diseases or conditions through the following ISA relationships:

* Coughing is a symptom of Pneumonia (a disease)
* Coughing is a symptom",False,1.45,False,N/A
-2.0,"In a biomedical context, what is the relationship between Coxiella burnetii and bacterias via ISA?",Bacteria; 2016,", I don't have information on the relationship between Coxiella burnetii and bacteria via ISA.",False,1.27,False,N/A
-2.0,"In a biomedical context, what is the relationship between Craniosynostosis and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Craniosynostosis and diseases or conditions via ISA.",False,1.27,False,N/A
-2.0,"In a biomedical context, what is the relationship between Crohn's disease and diseases or conditions via ISA?",Disease; 2016,", I don't have any information about the relationship between Crohn's disease and diseases or conditions via ISA.",False,1.36,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cryptococcus neoformans and medical entities via ISA?",fungus; 2016,", I don't have information on the relationship between Cryptococcus neoformans and medical entities via ISA.",False,1.24,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cyanides and medical entities via ISA?",Ions; 2016,", I don't have information on the relationship between Cyanides and medical entities via ISA.",False,1.42,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cyclic AMP-Dependent Protein Kinases and proteins via ISA?",Proteins; 2016,", Cyclic AMP-Dependent Protein Kinases (PKA) are activated by cyclic AMP (cAMP), a secondary messenger molecule. When cAMP binds to the regulatory subunit of PKA, it causes a conformational change that releases the catalytic subunit, which then phosphorylates and activates various downstream proteins via the action of the Inhibitory Subunit of the A-kinase Anchoring Protein (ISA).",False,1.4,False,N/A
-2.0,"In a biomedical context, what is the relationship between Cystic Fibrosis and diseases or conditions via ISA?",Disease; 2016,", I don't have any information on the relationship between Cystic Fibrosis and diseases or conditions via ISA.",False,1.32,False,N/A
-2.0,"In a biomedical context, what is the relationship between Delirium and medical entities via ISA?",Symptoms; 2016,", I don't have information on the relationship between Delirium and medical entities via ISA.",False,1.42,False,N/A
-2.0,"In a biomedical context, what is the relationship between Dementia, Vascular and diseases or conditions via ISA?",Disease; 2016,", I don't have enough information to provide a specific answer about the relationship between Dementia, Vascular, and diseases or conditions via ISA. Could you provide more context or clarify what ISA refers to in this context?",False,1.36,False,N/A
-2.0,"In a biomedical context, what is the relationship between Demyelination and diseases or conditions via ISA?",Disease; 2016,", I don't have any information about ISA in the context of Demyelination.",False,1.67,False,N/A
-2.0,"In a biomedical context, what is the relationship between Denmark and medical entities via ISA?",Country; 2016,", I don't have information on the relationship between Denmark and medical entities via ISA.",False,1.36,False,N/A
-2.0,"In a biomedical context, what is the relationship between Dentigerous Cyst and diseases or conditions via ISA?",Odontogenic Cysts; 2016,", I don't have information on the relationship between Dentigerous Cyst and diseases or conditions via ISA.",False,1.26,False,N/A
-2.0,"In a biomedical context, what is the relationship between Depressive disorder and medical entities via ISA?",Symptoms; 2016,", I don't have information on the relationship between Depressive disorder and medical entities via ISA.",False,1.39,False,N/A
-2.0,"In a biomedical context, what is the relationship between Dermatitis, Atopic and diseases or conditions via ISA?",Disease; 2016,", Atopic dermatitis (AD) is a chronic inflammatory skin condition characterized by dry, itchy, and scaly skin. In the context of Immunological Synapse Activation (ISA), Atopic dermatitis is associated with an imbalance in the immune response, leading to an overactive Th2 response and a defective Th1 response.

Dermatitis, in general, refers to inflammation of the skin, and atopic dermatitis is a specific type of dermatitis. Atopic dermatitis is often",False,1.47,False,N/A
-2.0,"In a biomedical context, what is the relationship between Scleroderma and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Scleroderma and diseases or conditions via ISA.",False,1.3,False,N/A
-2.0,"In a biomedical context, what is the relationship between Dextrocardia and medical entities via ISA?",Situs Inversus; 2016,", I don't have information on the relationship between Dextrocardia and medical entities via ISA.",False,1.29,False,N/A
-2.0,"In a biomedical context, what is the relationship between Diabetes and diseases or conditions via ISA?",Disease; 2016,", I don't have enough information to provide a specific answer about the relationship between Diabetes and diseases or conditions via ISA. Could you provide more context or clarify what ISA refers to in this context?",False,1.34,False,N/A
-2.0,"In a biomedical context, what is the relationship between Diabetes Mellitus, Non-Insulin-Dependent and diseases or conditions via ISA?",Disease; 2016,", I don't have information on ISA in the context of Diabetes Mellitus, Non-Insulin-Dependent.",False,1.42,False,N/A
-2.0,"In a biomedical context, what is the relationship between Diabetic Ketoacidosis and pathologic functions via ISA?",Ketoacidosis; 2016,", I don't have information on the relationship between Diabetic Ketoacidosis and pathologic functions via ISA.",False,1.28,False,N/A
-2.0,"In a biomedical context, what is the relationship between Diabetic Nephropathy and pathologic functions via ISA?",Complication; 2016,", I don't have information on the relationship between Diabetic Nephropathy and pathologic functions via ISA.",False,1.23,False,N/A
-2.0,"In a biomedical context, what is the relationship between Diabetic Nephropathy and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Diabetic Nephropathy and diseases or conditions via ISA.",False,1.28,False,N/A
-2.0,"In a biomedical context, what is the relationship between Diabetic Retinopathy and diseases or conditions via ISA?",Disease; 2016,", I don't have information on the relationship between Diabetic Retinopathy and diseases or conditions via ISA.",False,1.31,False,N/A
-2.0,"In a biomedical context, what is the relationship between Differential Diagnosis and medical entities via ISA?",Diagnosis; 2016,", Differential Diagnosis (DD) is a process used in medicine to identify the possible causes of a patient's symptoms and signs. In the context of biomedical ontologies, ISA (Is A) is a relation used to represent subclass relationships between entities.

In this context, the relationship between Differential Diagnosis and medical entities via ISA is that a Differential Diagnosis is a subclass of a medical entity. In other words, a Differential Diagnosis is a specific type of medical entity that represents a set of possible causes of a patient",False,1.44,False,N/A
-2.0,"In a biomedical context, what is the relationship between Diaminopimelic Acid and medical entities via ISA?",Acids; 2016,", I don't have information on the relationship between Diaminopimelic Acid and medical entities via ISA.",False,1.23,False,N/A
-2.0,"In a biomedical context, what is the relationship between Diclofenac and pharmacologic substances via ISA?",Pharmacologic Substance; 2016,", Diclofenac is a nonsteroidal anti-inflammatory drug (NSAID) that can exhibit a pharmacological interaction with certain substances through the mechanism of Insensitive to Aspirin (ISA). 

In the context of ISA, Diclofenac can inhibit the enzyme COX-2, which is responsible for the production of prostaglandins. Prostaglandins are involved in pain and inflammation. When Diclofenac inhibits COX-2, it",False,1.47,False,N/A
-2.0,"In a biomedical context, what is the relationship between Catechol Oxidase and proteins via ISA?",Proteins; 2016,", I don't have information on the relationship between Catechol Oxidase and proteins via ISA.",False,1.23,False,N/A
-2.0,"In a biomedical context, what is the relationship between Diverticulitis, Colonic and pathologic functions via ISA?",Inflammation; 2016,", I don't have information on the relationship between Diverticulitis, Colonic and pathologic functions via ISA.",False,1.25,False,N/A
-2.0,"In a biomedical context, what is the relationship between DNA Probes and active substances via ISA?",DNA; 2016,", I don't have information on the relationship between DNA Probes and active substances via ISA in a biomedical context.",False,1.33,False,N/A
-2.0,"In a biomedical context, what is the relationship between DNA, Mitochondrial and active substances via ISA?",DNA; 2016,", I can't provide information on that. Is there anything else I can help you with?",False,1.44,False,N/A
-2.0,"In a biomedical context, what is the relationship between Down Syndrome and diseases or conditions via ISA?",Syndrome; 2016,", I don't have the information on the relationship between Down Syndrome and diseases or conditions via ISA.",False,1.35,False,N/A
-2.0,"In a biomedical context, what is the relationship between Drosophila melanogaster and medical entities via ISA?",Organism; 2016,", I don't have information on the relationship between Drosophila melanogaster and medical entities via ISA.",False,1.25,False,N/A
