Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-1.5,Which medical entities does Antihypertensive therapy primarily affect?,Blood Pressure (Blocked Info); 2010,"Antihypertensive therapy primarily affects cardiovascular diseases, specifically conditions related to high blood pressure, such as:

1. Hypertension (high blood pressure)
2. Hypertensive heart disease
3. Heart failure
4. Coronary artery disease
5. Stroke and transient ischemic attack (TIA)
6. Kidney disease (nephrosclerosis and nephropathy)
7. Peripheral artery disease

Antihypertensive therapy aims to lower blood pressure and reduce the risk",False,1.23,False,N/A
-1.5,Which tissues or organs does Carcinogenesis primarily affect?,Colon (Blocked Info); 2010,"Carcinogenesis primarily affects epithelial tissues, which are the lining of organs and glands throughout the body, such as the skin, lungs, breast, colon, and prostate.",False,1.25,False,N/A
-1.5,Which tissues or organs does Carcinogenesis primarily affect?,Lung (Blocked Info); 2010,"Carcinogenesis primarily affects epithelial tissues, which are the lining of organs and glands throughout the body, such as the skin, lungs, breast, colon, and prostate.",False,1.25,False,N/A
-1.5,Which tissues or organs does Membrane Transport Proteins primarily affect?,Kidney (Blocked Info); 2010,"Membrane transport proteins primarily affect the tissues and organs involved in absorption, secretion, and exchange of substances across cell membranes, including:

1. Intestine (absorption of nutrients)
2. Kidneys (regulation of electrolyte and water balance)
3. Liver (regulation of bile and nutrient transport)
4. Pancreas (regulation of digestive enzymes and bicarbonate secretion)
5. Blood-brain barrier (regulation of substance transport into the brain)
6. Red blood cells",False,1.36,False,N/A
-1.5,Which physiologic functions does Membrane Transport Proteins primarily affect?,uptake (Blocked Info); 2010,"Membrane transport proteins primarily affect the following physiologic functions:

1. **Ion balance and concentration**: Regulating the movement of ions (e.g., sodium, potassium, calcium) across cell membranes to maintain proper ion balance and concentration.
2. **Nutrient uptake and absorption**: Facilitating the transport of nutrients (e.g., glucose, amino acids) into cells for energy production and growth.
3. **Waste removal**: Removing waste products (e.g., urea, creatinine)",False,1.23,False,N/A
-1.5,Which diseases or conditions does receptor primarily affect?,Disease (Blocked Info); 2010,I don't have enough information to accurately determine which diseases or conditions a specific receptor affects. Could you please provide more context or specify the type of receptor you are referring to?,False,1.24,False,N/A
-1.5,Which pathologic functions does receptor primarily affect?,Inflammation (Blocked Info); 2010,"Receptors primarily affect signal transduction pathways, which in turn affect various cellular functions such as:

1. Gene expression
2. Metabolism
3. Cell growth and division
4. Cell differentiation
5. Cell death (apoptosis)
6. Immune response
7. Hormone secretion
8. Muscle contraction and relaxation

Receptors can also affect various physiological processes, including:

1. Blood pressure regulation
2. Blood sugar regulation
3. Electrolyte balance",False,1.35,False,N/A
-1.5,Which physiologic functions does receptor primarily affect?,Physiologic Function (Blocked Info); 2010,"Receptors primarily affect the following physiologic functions:

1. Signal transduction: Receptors receive and transmit signals from the environment to the cell, initiating a response.
2. Hormone regulation: Receptors bind to hormones, allowing them to exert their effects on the cell.
3. Cell growth and differentiation: Receptors regulate cell growth, division, and differentiation by responding to growth factors and other signaling molecules.
4. Immune response: Receptors on immune cells recognize and respond to pathogens,",False,1.23,False,N/A
-1.5,Which patients or groups does sexual dimorphism primarily affect?,Individual (Blocked Info); 2010,"Sexual dimorphism primarily affects individuals with sex chromosomes XXY (Klinefelter syndrome) and XYY, as well as individuals with Turner syndrome (XO).",False,1.37,False,N/A
-1.5,Which cell types does Chromosome Pairing primarily affect?,Cells (Blocked Info); 2010,"Chromosome pairing primarily affects meiotic cells, specifically during the prophase I stage of meiosis.",False,1.22,False,N/A
-1.5,Which medical entities does chromatin protein primarily affect?,Gene Expression (Blocked Info); 2010,Chromatin protein primarily affects gene expression and regulation.,False,1.4,False,N/A
-1.5,Which medical entities does Matrix Metalloproteinases primarily affect?,Angiogenesis (Blocked Info); 2010,"Matrix Metalloproteinases (MMPs) primarily affect the extracellular matrix (ECM) and play a key role in various physiological and pathological processes, including:

1. Tissue remodeling and repair
2. Angiogenesis (formation of new blood vessels)
3. Inflammation
4. Cancer progression and metastasis
5. Arthritis and joint diseases
6. Atherosclerosis and cardiovascular disease
7. Neurodegenerative diseases, such as Alzheimer's and Parkinson's",False,1.2,False,N/A
-1.5,Which medical entities does CD 200 primarily affect?,Immune response (Blocked Info); 2010,"CD200 primarily affects the immune system, particularly in the context of immune tolerance and regulation. It is a cell surface protein that is involved in the regulation of immune responses and is primarily expressed on the surface of certain immune cells, such as myeloid cells and some B cells.

CD200 is involved in the suppression of immune responses and is often associated with the regulation of myeloid-derived suppressor cells (MDSCs) and the maintenance of immune tolerance. It is also involved in the regulation",False,1.52,False,N/A
-1.5,Which medical entities does Estrogen Receptor alpha primarily affect?,Growth (Blocked Info); 2010,"Estrogen Receptor alpha (ERα) primarily affects the following medical entities:

1. Breast cancer: ERα is a key regulator of breast cancer development and growth, particularly in hormone receptor-positive breast cancer.
2. Endometrial cancer: ERα plays a role in the development and growth of endometrial cancer, particularly in estrogen-dependent endometrial cancer.
3. Osteoporosis: ERα is involved in bone metabolism and density, and its activation can help maintain bone health and",False,1.25,False,N/A
-1.5,Which medical entities does myostatin|MSTN primarily affect?,Growth (Blocked Info); 2010,Myostatin (MSTN) primarily affects muscle growth and development.,False,1.2,False,N/A
-1.5,Which cell types does caspase-8 primarily affect?,Apoptosis (Blocked Info); 2010,"Caspase-8 primarily affects death receptor-mediated apoptosis in immune cells, particularly in T cells and natural killer cells.",False,1.32,False,N/A
-1.5,Which medical entities does Toll-like receptors primarily affect?,Immune system (Blocked Info); 2010,"Toll-like receptors (TLRs) primarily affect the immune system, particularly in the recognition and response to pathogens, such as bacteria, viruses, and fungi. They play a key role in the activation of the innate immune response, which is the body's first line of defense against infection.",False,1.2,False,N/A
-1.5,Which diseases or conditions does Toll-like receptors primarily affect?,Infection (Blocked Info); 2010,"Toll-like receptors (TLRs) primarily affect the immune system and are involved in the defense against infections, particularly those caused by bacteria, viruses, and fungi. They are also implicated in the pathogenesis of various autoimmune and inflammatory diseases, including:

1. Inflammatory bowel disease (IBD)
2. Rheumatoid arthritis
3. Asthma
4. Allergic reactions
5. Autoimmune disorders such as lupus and multiple sclerosis
6. Severe sepsis and se",False,1.27,False,N/A
-1.5,Which tissues or organs does Toll-like receptors primarily affect?,Lung (Blocked Info); 2010,"Toll-like receptors (TLRs) primarily affect the immune system, specifically:

* Dendritic cells
* Macrophages
* Neutrophils
* B cells
* T cells
* Epithelial cells (such as those in the gut and lungs)

They are also found in other tissues, including the spleen, liver, and kidneys.",False,1.33,False,N/A
-1.5,Which pathologic functions does saturation primarily affect?,Hypoxia (Blocked Info); 2010,"Saturation primarily affects the pathologic functions of:

1. Hemoglobin: Reduced oxygen delivery to tissues due to decreased hemoglobin saturation can lead to tissue hypoxia.
2. Myoglobin: Reduced myoglobin saturation can lead to muscle fatigue and weakness.
3. Oxygen-dependent enzymes: Reduced oxygen availability due to decreased saturation can impair the function of oxygen-dependent enzymes, leading to cellular dysfunction.
4. Immune function: Reduced oxygen delivery can impair immune function, making the body more susceptible to infections.",False,1.42,False,N/A
-1.5,Which physiologic functions does Nutrients primarily affect?,Physiologic Function (Blocked Info); 2010,"Nutrients primarily affect the following physiologic functions:

1. Energy production: Carbohydrates, fats, and proteins provide energy for the body.
2. Growth and repair: Proteins are essential for building and repairing tissues, including muscles, bones, and skin.
3. Nervous system function: Fats, particularly omega-3 fatty acids, support brain function and development.
4. Hormone production: Nutrients like vitamin D, iron, and B vitamins are necessary for hormone production",False,1.26,False,N/A
-1.5,Which diseases or conditions does gene polymorphism primarily affect?,Disease (Blocked Info); 2010,"Gene polymorphism primarily affects various diseases and conditions, including:

1. Genetic disorders: Such as sickle cell anemia, cystic fibrosis, and Tay-Sachs disease.
2. Inherited disorders: Such as Huntington's disease, muscular dystrophy, and hemophilia.
3. Cancer: Gene polymorphisms can increase the risk of certain types of cancer, such as breast cancer, colon cancer, and prostate cancer.
4. Cardiovascular disease: Polymorphisms in genes involved in",False,1.21,False,N/A
-1.5,Which medical entities does gene polymorphism primarily affect?,Genetic Predisposition to Disease (Blocked Info); 2010,Gene polymorphism primarily affects genetic disorders and diseases.,False,1.28,False,N/A
-1.5,Which medical entities does NADH oxidoreductases primarily affect?,Electron Transport (Blocked Info); 2010,"NADH oxidoreductases primarily affect the electron transport chain in mitochondria, specifically Complex I, also known as NADH dehydrogenase.",False,1.28,False,N/A
-1.5,Which diseases or conditions does RB1 gene|RB1|RBM45 primarily affect?,melanoma (Blocked Info); 2010,"The RB1 gene is primarily associated with Retinoblastoma, a rare form of eye cancer that affects the retina, typically in children. It can also increase the risk of other cancers, such as osteosarcoma and melanoma, as well as other conditions like Li-Fraumeni syndrome.",False,1.25,False,N/A
-1.5,Which cell types does Osteogen primarily affect?,Cells (Blocked Info); 2010,"Osteogen primarily affects osteoblasts, which are cells responsible for bone formation and mineralization.",False,1.18,False,N/A
-1.5,Which diseases or conditions does Pathogenesis primarily affect?,Disease (Blocked Info); 2010,"Pathogenesis primarily affects various diseases and conditions, including:

1. Infectious diseases: such as tuberculosis, malaria, and HIV/AIDS
2. Cancer: including various types of cancer, such as leukemia and lymphoma
3. Autoimmune disorders: such as rheumatoid arthritis, lupus, and multiple sclerosis
4. Neurological disorders: such as Alzheimer's disease, Parkinson's disease, and multiple sclerosis
5. Inflammatory diseases: such as atherosclerosis and inflammatory bowel disease.",False,1.34,False,N/A
-1.5,Which patients or groups does Anxiety state primarily affect?,Addict (Blocked Info); 2010,"Anxiety disorders primarily affect individuals of all ages, but they are more common among:

1. Young adults (18-35 years old)
2. Women (more than men)
3. Individuals with a family history of anxiety disorders
4. People with a history of trauma or stress
5. Those with a history of substance abuse or addiction
6. Individuals with other mental health conditions, such as depression or post-traumatic stress disorder (PTSD)

It's worth noting that anxiety can affect",False,1.25,False,N/A
-1.5,Which diseases or conditions does Neurophysiology - biologic function primarily affect?,Disease (Blocked Info); 2010,"Neurophysiology, which is the study of the functions of the nervous system, primarily affects various neurological and neuromuscular diseases and conditions, including:

1. Epilepsy
2. Parkinson's disease
3. Alzheimer's disease
4. Stroke
5. Multiple sclerosis
6. Neuropathy (nerve damage)
7. Migraines
8. Seizure disorders
9. Neuromuscular disorders (e.g., muscular dystrophy)
10. Sleep",False,1.23,False,N/A
-1.5,Which cell types does Chemotherapeutic agent primarily affect?,Cells (Blocked Info); 2010,"Chemotherapeutic agents primarily affect rapidly dividing cells, particularly cancer cells. They target cells that are in the process of cell division, which is a hallmark of cancer cells.",False,1.36,False,N/A
-1.5,Which diseases or conditions does Somatostatin analog|SST primarily affect?,Neuroendocrine Tumors (Blocked Info); 2010,"Somatostatin analogs, such as octreotide and lanreotide, primarily affect conditions related to excessive hormone production, particularly those caused by neuroendocrine tumors. They are used to treat:

1. Acromegaly (excess growth hormone production)
2. Carcinoid syndrome (excess serotonin production)
3. Neuroendocrine tumors (e.g., gastrinoma, insulinoma, and vasoactive intestinal peptide tumors)
4. Glucose intolerance and diabetes (by",False,1.32,False,N/A
-1.5,Which cell types does REL gene|REL primarily affect?,T-Cell Activation (Blocked Info); 2010,The REL gene primarily affects B cells and T cells.,False,1.21,False,N/A
-1.5,Which tissues or organs does 9-hydroxy-risperidone primarily affect?,Brain (Blocked Info); 2010,"9-hydroxy-risperidone, also known as paliperidone, primarily affects the brain, specifically the dopamine and serotonin systems. It is an atypical antipsychotic medication that is used to treat schizophrenia and bipolar disorder.",False,1.26,False,N/A
-1.5,Which pathologic functions does Toll-Like Receptor 2|TLR2 primarily affect?,Inflammatory Response (Blocked Info); 2010,"Toll-Like Receptor 2 (TLR2) primarily affects the pathologic functions of:

1. Inflammation: TLR2 plays a key role in the recognition of gram-positive bacteria, fungi, and viruses, leading to the activation of inflammatory responses.
2. Immune response: TLR2 is involved in the activation of immune cells, such as dendritic cells and macrophages, to produce pro-inflammatory cytokines and chemokines.
3. Innate immunity:",False,1.18,False,N/A
-1.5,Which diseases or conditions does nephrin|NPHS1 primarily affect?,Proteinuria (Blocked Info); 2010,"Nephrin, encoded by the NPHS1 gene, primarily affects the kidneys and is associated with Congenital Nephrotic Syndrome of the Finnish type (CNF), a rare kidney disease that causes severe proteinuria and nephrotic syndrome in infants.",False,1.21,False,N/A
-1.5,Which cell types does nephrin|NPHS1 primarily affect?,Podocytes (Blocked Info); 2010,Nephrin (NPHS1) primarily affects podocytes in the kidneys.,False,1.11,False,N/A
-1.5,Which tissues or organs does dihydroxy-vitamin D3 primarily affect?,Intestines (Blocked Info); 2010,"Dihydroxy-vitamin D3, also known as calcitriol, primarily affects the kidneys, bones, and intestines.",False,1.12,False,N/A
-1.5,Which tissues or organs does dihydroxy-vitamin D3 primarily affect?,Kidney (Blocked Info); 2010,"Dihydroxy-vitamin D3, also known as calcitriol, primarily affects the kidneys, bones, and intestines.",False,1.12,False,N/A
-1.5,Which medical entities does Regulatory Protein primarily affect?,Gene Expression (Blocked Info); 2010,"Regulatory proteins primarily affect various cellular processes, including:

1. Gene expression: They regulate the transcription and translation of genes.
2. Cell signaling pathways: They modulate signal transduction pathways, influencing cell growth, differentiation, and survival.
3. Protein-protein interactions: They facilitate or inhibit interactions between proteins, affecting various cellular processes.
4. Metabolism: They regulate metabolic pathways, such as glycolysis, the citric acid cycle, and fatty acid synthesis.
5. Cell cycle",False,1.24,False,N/A
-1.5,Which medical entities does neurosteroids primarily affect?,Seizures (Blocked Info); 2010,"Neurosteroids primarily affect the central nervous system (CNS) and the brain. They have a significant impact on various neurological and psychiatric disorders, including:

1. Anxiety and stress disorders
2. Depression
3. Seizures and epilepsy
4. Neurodegenerative diseases (e.g., Alzheimer's, Parkinson's)
5. Mood disorders (e.g., bipolar disorder)
6. Schizophrenia
7. Sleep disorders

Neurosteroids also play a role in regulating",False,1.3,False,N/A
-1.5,Which medical entities does Radiation primarily affect?,Growth (Blocked Info); 2010,"Radiation primarily affects the following medical entities:

1. Cancer cells: Radiation therapy is a common treatment for cancer, as it can kill cancer cells or slow their growth.
2. Bone marrow: Radiation can damage bone marrow, leading to a decrease in blood cells, including red blood cells, white blood cells, and platelets.
3. Gastrointestinal system: Radiation can cause damage to the digestive tract, leading to nausea, vomiting, diarrhea, and abdominal pain.
4. Skin: Radiation can",False,1.26,False,N/A
-1.5,Which medical entities does Postoperative analgesia primarily affect?,Patients (Blocked Info); 2010,Postoperative analgesia primarily affects the management of pain in patients after surgery.,False,1.46,False,N/A
-1.5,Which diseases or conditions does Adverse effects primarily affect?,Disease (Blocked Info); 2010,"Adverse effects primarily affect individuals with pre-existing medical conditions, such as:

1. Allergies
2. Asthma
3. Diabetes
4. High blood pressure
5. Kidney disease
6. Liver disease
7. Pregnancy
8. Respiratory conditions (e.g., COPD, bronchitis)
9. Seizure disorders
10. Weakened immune system (e.g., HIV/AIDS, cancer)

Additionally, certain medications, such as:

1.",False,1.31,False,N/A
-1.5,"Which cell types does Hydrogen, Homeopathic preparation primarily affect?",Cells (Blocked Info); 2010,"Hyland's Hydrogen, a homeopathic preparation, primarily affects the cellular level of the body, particularly the red blood cells.",False,1.74,False,N/A
-1.5,Which active substances does Nuclear Import primarily affect?,Proteins (Blocked Info); 2010,Nuclear Import primarily affects proteins.,False,1.26,False,N/A
-1.5,Which cell types does cohesin primarily affect?,sister chromatid cohesion (Blocked Info); 2010,"Cohesin primarily affects sister chromatid cohesion in somatic cells, particularly during the G2 phase of the cell cycle.",False,1.38,False,N/A
-1.5,Which tissues or organs does brassinazole primarily affect?,Organ (Blocked Info); 2010,"Brassinazole is a brassinosteroid biosynthesis inhibitor, which primarily affects plant tissues and organs, particularly those involved in cell elongation and cell division, such as:

* Shoots and leaves
* Roots
* Stems
* Meristematic tissues (regions of active cell division)

It can also impact plant growth and development, including cell expansion, cell wall thickening, and vascular tissue development.",False,1.44,False,N/A
-1.5,Which patients or groups does Progressive Muscular Atrophy primarily affect?,Individual (Blocked Info); 2010,"Progressive Muscular Atrophy primarily affects adults, particularly men, between the ages of 40 and 60. It can also affect individuals with spinal cord injuries or those with certain genetic conditions, such as spinal muscular atrophy.",False,1.49,False,N/A
-1.5,Which cell types does Imatinib mesylate primarily affect?,Cells (Blocked Info); 2010,"Imatinib mesylate primarily affects BCR-ABL positive cells, particularly those with chronic myeloid leukemia (CML) and gastrointestinal stromal tumors (GISTs) with KIT or PDGFRA mutations.",False,1.23,False,N/A
-1.5,Which tissues or organs does Neuromodulators primarily affect?,Brain (Blocked Info); 2010,"Neuromodulators primarily affect the nervous system, specifically the brain and spinal cord, as well as various organs and glands that are innervated by the autonomic nervous system, such as the heart, lungs, stomach, and intestines.",False,1.27,False,N/A
-1.5,"Which physiologic functions does TLR8 protein, human|TLR8 primarily affect?",Immunity (Blocked Info); 2010,"The TLR8 protein, also known as Toll-like receptor 8, primarily affects the following physiologic functions:

1. **Recognition of viral RNA**: TLR8 recognizes single-stranded RNA viruses, such as influenza virus, HIV, and other RNA viruses.
2. **Activation of innate immunity**: TLR8 triggers the activation of innate immune cells, such as dendritic cells and macrophages, to produce pro-inflammatory cytokines and type I interferons, which help to defend against",False,1.24,False,N/A
-1.5,Which medical entities does UDP-Glucuronosyltransferase 1A1|UGT1A primarily affect?,Metabolism (Blocked Info); 2010,"UDP-Glucuronosyltransferase 1A1 (UGT1A1) primarily affects bilirubin conjugation and metabolism. It is involved in the glucuronidation of bilirubin, which is a key step in the liver's ability to process and eliminate bilirubin, a byproduct of heme catabolism.",False,1.26,False,N/A
-1.5,Which pathologic functions does phospholipase C epsilon primarily affect?,Inflammation (Blocked Info); 2010,"Phospholipase C epsilon (PLCε) primarily affects the pathologic functions of:

1. Cell proliferation: PLCε is involved in the regulation of cell growth and proliferation, particularly in cancer cells.
2. Apoptosis: PLCε can regulate apoptosis (programmed cell death) by modulating signaling pathways that control cell survival and death.
3. Inflammation: PLCε is involved in the regulation of inflammatory responses, particularly in the production of pro-inflammatory cytokines and medi",False,1.28,False,N/A
-1.5,Which medical entities does hepcidin primarily affect?,iron metabolism (Blocked Info); 2010,Hepcidin primarily affects iron metabolism and regulation. It is a hormone produced by the liver that plays a key role in regulating iron levels in the body by controlling iron absorption and recycling.,False,1.36,False,N/A
-1.5,Which medical entities does fibroblast growth factor 21|FGF21 primarily affect?,Growth (Blocked Info); 2010,"Fibroblast growth factor 21 (FGF21) primarily affects the following medical entities:

1. Metabolism: FGF21 plays a key role in regulating glucose and lipid metabolism, particularly in the liver, pancreas, and adipose tissue.
2. Diabetes: FGF21 has been shown to improve insulin sensitivity and glucose metabolism, making it a potential therapeutic target for type 2 diabetes.
3. Obesity: FGF21 has been linked to weight loss and improved metabolic health",False,1.17,False,N/A
-1.5,"Which pathologic functions does Arthritis, Experimental primarily affect?",Inflammation (Blocked Info); 2010,"Arthritis, Experimental primarily affects the joints, causing inflammation, pain, and damage to the joint tissues, including cartilage, bone, and synovium.",False,1.25,False,N/A
-1.5,"Which cell types does RNA, Small Interfering primarily affect?",Cells (Blocked Info); 2010,"RNA, Small Interfering (siRNA) primarily affects messenger RNA (mRNA) cells.",False,1.18,False,N/A
-1.5,Which diseases or conditions does MicroRNAs primarily affect?,Disease (Blocked Info); 2010,"MicroRNAs (miRNAs) primarily affect various diseases and conditions, including:

1. Cancer: miRNAs play a role in cancer development, progression, and metastasis by regulating genes involved in cell proliferation, apoptosis, and invasion.
2. Neurological disorders: miRNAs are involved in neurodegenerative diseases such as Alzheimer's disease, Parkinson's disease, and amyotrophic lateral sclerosis (ALS).
3. Cardiovascular diseases: miRNAs regulate genes involved in cardiovascular health",False,1.16,False,N/A
-1.5,Which medical entities does MicroRNAs primarily affect?,Gene Expression (Blocked Info); 2010,"MicroRNAs (miRNAs) primarily affect gene expression by regulating various medical entities, including:

1. Cancer: miRNAs play a role in tumorigenesis, tumor progression, and metastasis.
2. Neurological disorders: miRNAs are involved in neurodegenerative diseases such as Alzheimer's, Parkinson's, and Huntington's.
3. Cardiovascular diseases: miRNAs regulate blood pressure, lipid metabolism, and atherosclerosis.
4. Infectious diseases: mi",False,1.17,False,N/A
-1.5,Which diseases or conditions does RNA Interference primarily affect?,Silence (Blocked Info); 2010,"RNA interference (RNAi) primarily affects diseases or conditions related to:

1. Genetic disorders: RNAi can be used to treat genetic disorders caused by mutations in specific genes, such as Huntington's disease, cystic fibrosis, and sickle cell anemia.
2. Viral infections: RNAi can target and silence viral genes, making it a potential treatment for viral infections such as HIV, hepatitis, and influenza.
3. Cancer: RNAi can be used to silence cancer-causing genes",False,1.21,False,N/A
-1.5,Which diseases or conditions does Microbicides primarily affect?,Infection (Blocked Info); 2010,"Microbicides primarily affect microorganisms, including bacteria, viruses, fungi, and protozoa. They are used to prevent or treat infections caused by these microorganisms.",False,1.25,False,N/A
-1.5,Which biologic functions does quorum sensing primarily affect?,Virulence (Blocked Info); 2010,"Quorum sensing primarily affects cell-to-cell communication, biofilm formation, and the regulation of virulence factors in bacteria.",False,1.29,False,N/A
-1.5,Which cell types does Cell Cycle Arrest primarily affect?,Cell Cycle (Blocked Info); 2010,"Cell Cycle Arrest primarily affects rapidly dividing cells, such as:

1. Cancer cells
2. Stem cells
3. Immune cells (e.g., T cells, B cells)
4. Proliferating epithelial cells (e.g., skin, gut, and lung cells)

These cells are more sensitive to cell cycle arrest due to their high rate of division.",False,1.25,False,N/A
-1.5,Which diseases or conditions does ribosome assembly primarily affect?,Disease (Blocked Info); 2010,"Ribosome assembly primarily affects various diseases and conditions, including:

1. Aminoacyl-tRNA synthetase deficiency disorders
2. Ribosomopathy (e.g., Diamond-Blackfan anemia, Shwachman-Diamond syndrome)
3. Cancer (e.g., certain types of leukemia, lymphoma)
4. Neurodegenerative disorders (e.g., amyotrophic lateral sclerosis, frontotemporal dementia)
5. Muscular dystrophy (e.g., Duch",False,1.29,False,N/A
-1.5,Which bacterias does nitrite transport primarily affect?,Bacteria (Blocked Info); 2010,"Nitrite transport primarily affects Campylobacter jejuni, a type of bacteria that is commonly found in the gastrointestinal tracts of animals and can cause food poisoning in humans.",False,1.31,False,N/A
-1.5,Which active substances does cholesterol transport primarily affect?,Cholesterol (Blocked Info); 2010,"Cholesterol transport primarily affects lipids, specifically low-density lipoproteins (LDL) and high-density lipoproteins (HDL).",False,1.18,False,N/A
-1.5,Which medical entities does lipid raft primarily affect?,Immune response (Blocked Info); 2010,"Lipid rafts primarily affect cell signaling pathways, particularly those involved in immune responses, cell adhesion, and signal transduction. They are involved in various medical entities, including:

1. Atherosclerosis: Lipid rafts play a role in the development of atherosclerosis by facilitating the formation of foam cells and promoting inflammation.
2. Cancer: Lipid rafts are involved in cancer cell signaling, proliferation, and metastasis.
3. Neurological disorders: Lipid rafts are",False,1.27,False,N/A
-1.5,Which diseases or conditions does shear stress primarily affect?,Vascular Diseases (Blocked Info); 2010,"Shear stress primarily affects cardiovascular diseases, such as atherosclerosis, hypertension, and heart failure. It can also contribute to conditions like stroke, peripheral artery disease, and aneurysms.",False,1.32,False,N/A
-1.5,"Which medical entities does VEGF protein, human|VEGFA primarily affect?",Angiogenesis (Blocked Info); 2010,"VEGF (Vascular Endothelial Growth Factor) protein, specifically human VEGFA, primarily affects angiogenesis, which is the formation of new blood vessels from pre-existing ones. It also plays a role in promoting vascular permeability, which can lead to increased vascular leakage and edema.",False,1.3,False,N/A
-1.5,Which medical entities does jasmonate primarily affect?,response (Blocked Info); 2010,"Jasmonate primarily affects plant growth and development, particularly in response to stress, defense against pathogens, and senescence (aging).",False,1.4,False,N/A
-1.5,Which diseases or conditions does Physiologic Function primarily affect?,Disease (Blocked Info); 2010,"Physiologic Function primarily affects various diseases and conditions related to the body's normal functioning, including:

* Metabolic disorders (e.g., diabetes, hypothyroidism)
* Cardiovascular diseases (e.g., hypertension, heart failure)
* Respiratory diseases (e.g., asthma, chronic obstructive pulmonary disease)
* Neurological disorders (e.g., Parkinson's disease, multiple sclerosis)
* Gastrointestinal disorders (e.g., irritable bowel syndrome, inflammatory bowel disease)
* Endocrine",False,1.17,False,N/A
-1.5,Which active substances does insulin secretion primarily affect?,Glucose (Blocked Info); 2010,Insulin secretion primarily affects glucose and glucagon.,False,1.37,False,N/A
-1.5,Which medical entities does Mesenchymal Stem Cells primarily affect?,Wound Healing (Blocked Info); 2010,"Mesenchymal Stem Cells (MSCs) primarily affect the following medical entities:

1. Orthopedic conditions: Osteoarthritis, bone fractures, cartilage defects, and bone tumors.
2. Cardiovascular diseases: Heart failure, myocardial infarction, and peripheral artery disease.
3. Neurological disorders: Parkinson's disease, multiple sclerosis, and spinal cord injuries.
4. Autoimmune diseases: Rheumatoid arthritis, lupus, and multiple sclerosis.
5. W",False,1.19,False,N/A
-1.5,Which cell types does Cytolysis primarily affect?,Cells (Blocked Info); 2010,Cytolysis primarily affects red blood cells.,False,1.15,False,N/A
-1.5,Which diseases or conditions does Symptom control primarily affect?,Syndrome (Blocked Info); 2010,"Symptom control primarily affects various chronic and debilitating diseases or conditions, including:

1. Cancer
2. Neurological disorders (e.g., Parkinson's disease, multiple sclerosis)
3. Chronic pain conditions (e.g., arthritis, fibromyalgia)
4. Respiratory diseases (e.g., chronic obstructive pulmonary disease, cystic fibrosis)
5. Cardiovascular diseases (e.g., heart failure, angina)
6. Gastrointestinal disorders (e.g., irritable bowel syndrome",False,1.2,False,N/A
-1.5,"Which medical entities does TLR4 protein, human|TLR4 primarily affect?",Immune response (Blocked Info); 2010,"The TLR4 protein, also known as Toll-like receptor 4, primarily affects the following medical entities:

1. Sepsis: TLR4 plays a key role in the recognition of gram-negative bacteria and the activation of the innate immune response, which can lead to sepsis.
2. Endotoxemia: TLR4 is responsible for recognizing lipopolysaccharides (LPS) from gram-negative bacteria, leading to the activation of inflammatory responses and endotoxemia",False,1.18,False,N/A
-1.5,Which diseases or conditions does cellular process primarily affect?,Disease (Blocked Info); 2010,"Cellular processes primarily affect various diseases and conditions, including:

1. Cancer: Abnormal cell growth and division can lead to cancer.
2. Infections: Bacterial, viral, and fungal infections can disrupt cellular processes.
3. Neurodegenerative diseases: Alzheimer's, Parkinson's, and Huntington's diseases are caused by cellular damage and dysfunction.
4. Metabolic disorders: Diabetes, obesity, and metabolic syndrome are related to cellular metabolism and energy production.
5. Autoimmune diseases: Conditions",False,1.23,False,N/A
-1.5,Which patients or groups does Abuse primarily affect?,Child (Blocked Info); 2010,"Abuse can affect anyone, but it primarily affects vulnerable populations, including:

1. Children and adolescents
2. Elderly individuals
3. People with disabilities
4. Women (particularly those in intimate relationships)
5. LGBTQ+ individuals
6. Low-income communities
7. Substance abusers
8. People with mental health conditions

These groups may be more susceptible to abuse due to various factors, such as power imbalances, social isolation, or lack of support systems.",False,1.35,False,N/A
-1.5,Which cell types does Chemokine (C-X-C Motif) Ligand 1|CXCL1 primarily affect?,neutrophil (Blocked Info); 2010,CXCL1 primarily affects neutrophils and other granulocytes.,False,1.22,False,N/A
-1.5,Which cell types does CCNE1 gene|CCNE1 primarily affect?,Cell Cycle (Blocked Info); 2010,"The CCNE1 gene primarily affects cell types in the reproductive system, specifically:

* Ovarian cells
* Endometrial cells
* Breast cells

CCNE1 encodes for the cyclin E protein, which is involved in cell cycle regulation, particularly in the G1 to S phase transition. Abnormal expression of cyclin E has been implicated in various cancers, including ovarian and endometrial cancers.",False,1.31,False,N/A
-1.5,Which medical entities does Functional RNA primarily affect?,Gene Expression (Blocked Info); 2010,Functional RNA primarily affects gene expression and protein synthesis.,False,1.44,False,N/A
